0006    0   99  100 13832.28 5467.77 8364.51  47.86   52  86.61  67.26
0012    0   99  100 14768.86 5562.88 9205.98  48.14   52  87.84 162.77
0018    0   99  100 15066.08 5513.26 9552.82  48.98   52  89.65 257.63
0024    0   99  100 15112.30 5518.72 9593.58  48.78   52  91.70 352.67
0030    0   99  100 13919.23 5487.03 8432.20  46.51   50  94.11 447.72
0005    0   99  100 14030.45 5385.74 8644.71  47.86   52 182.75  65.12
0011    0   99  100 15493.76 5551.94 9941.82  48.91   53 184.10 160.67
0017    0   99  100 15891.79 5583.83 10307.96  49.10   52 185.76 255.97
0023    0   99  100 15892.10 5621.38 10270.72  49.23   53 187.70 351.20
0029    0   99  100 15206.37 5581.69 9624.68  48.62   52 189.64 446.72
0004    0   99  100 14555.20 5444.96 9110.24  48.77   52 278.74  63.35
0010    0   99  100 15815.82 5597.24 10218.58  49.43   53 280.47 158.54
0016    0   99  100 16079.90 5618.38 10461.52  48.86   52 282.06 254.04
0022    0   99  100 16375.03 5682.03 10693.00  49.76   54 283.84 349.44
0028    0   99  100 16154.14 5753.28 10400.86  49.38   52 285.43 445.02
0003    0   99  100 13983.61 5388.15 8595.46  47.67   51 374.81  61.54
0009    0   99  100 15325.32 5552.34 9772.98  48.74   52 376.69 156.77
0015    0   99  100 15773.38 5630.04 10143.34  49.67   52 378.50 252.44
0021    0   99  100 16083.15 5625.51 10457.64  49.15   54 380.22 347.84
0027    0   99  100 15781.38 5699.73 10081.65  48.55   52 381.79 443.13
0001    0   99  100 13253.44 5396.08 7857.36  46.25   52 470.92  59.88
0008    0   99  100 14230.12 5429.21 8800.91  48.00   51 472.88 155.56
0014    0   99  100 14616.90 5546.22 9070.68  48.63   51 474.64 250.70
0020    0   99  100 15201.18 5606.11 9595.07  48.67   51 476.19 346.01
0026    0   99  100 15027.91 5605.11 9422.80  48.23   52 477.51 441.07
0002    0   99  100 11831.16 5278.36 6552.80  43.29   46 566.88  58.92
0007    0   99  100 12949.40 5374.27 7575.13  45.26   49 569.01 154.26
0013    0   99  100 13657.73 5457.72 8200.01  46.99   50 570.82 249.06
0019    0   99  100 13817.02 5458.43 8358.59  46.74   51 572.33 343.97
0025    0   99  100 13008.84 5343.11 7665.73  45.73   51 573.14 438.37
